ID,Category,Image_ID,Equation,Solution_Steps,Sign_Language,Sign_Text,Sign_Translation,Anomaly_Type,Anomaly_Score,Timestamp,Camera_ID,Confidence_Score,Bounding_Box_X,Bounding_Box_Y,Bounding_Box_Width,Bounding_Box_Height,Blur_Level,Brightness_Level,Contrast_Level,Noise_Level,Label
1151,Multi-lingual Street Signs,IMG_1516,,,English,No Entry,禁止进入,,,2024-01-01 19:10:00,,0.87,171,439,152,59,0.9733626717906652,0.9894025255260206,0.21466121418541606,0.8938170006781312,Correct
1152,Security Camera Anomalies,IMG_2169,,,,,,Unauthorized Access,0.67,2024-01-01 19:11:00,21.0,0.54,475,352,56,119,0.2936903428471094,0.30091985301543234,0.8561577140982157,0.8847474370435973,Incorrect
1153,Security Camera Anomalies,IMG_8796,,,,,,Normal,0.18,2024-01-01 19:12:00,26.0,0.8,491,367,123,63,0.9949112147393656,0.19705806046160812,0.14389199674242226,0.6732004311611949,Incorrect
1154,Handwritten Math Solutions,IMG_2332,x^2 + y^2 = 25,9.0,,,,,,2024-01-01 19:13:00,,0.54,16,199,162,195,0.3436418456657758,0.6893879583171271,0.5384471217022062,0.8508315441736305,Correct
1155,Multi-lingual Street Signs,IMG_6028,,,French,Yield,Limite de velocidad 50,,,2024-01-01 19:14:00,,0.51,188,209,112,172,0.8850052322762225,0.5598057957418919,0.9472091507581246,0.40173518833471045,Uncertain
1156,Security Camera Anomalies,IMG_7592,,,,,,Unauthorized Access,0.77,2024-01-01 19:15:00,21.0,0.75,391,360,79,135,0.3130211832971199,0.2622312541637518,0.6212447574330296,0.9748185531651734,Incorrect
1157,Multi-lingual Street Signs,IMG_5006,,,Chinese,Stop,Limite de velocidad 50,,,2024-01-01 19:16:00,,0.72,25,419,107,58,0.13640098356235808,0.8074334608969123,0.3929478939590415,0.27154142761420486,Incorrect
1158,Security Camera Anomalies,IMG_1246,,,,,,Unauthorized Access,0.93,2024-01-01 19:17:00,11.0,0.66,357,435,187,117,0.47957223805066707,0.8818879080549229,0.5124415928382918,0.2926599892232207,Uncertain
1159,Security Camera Anomalies,IMG_7985,,,,,,Normal,0.96,2024-01-01 19:18:00,38.0,0.85,362,304,178,168,0.19240316607860997,0.8641868278299799,0.32097276845908407,0.9880896639300805,Correct
1160,Handwritten Math Solutions,IMG_8182,Σ(n=1 to ∞) 1/n^2,2.0,,,,,,2024-01-01 19:19:00,,0.99,100,46,113,133,0.5161108649675564,0.12362716966316323,0.29775919755115443,0.39301978067765375,Correct
1161,Handwritten Math Solutions,IMG_2078,x^2 + y^2 = 25,2.0,,,,,,2024-01-01 19:20:00,,0.67,88,225,191,170,0.9406372244820388,0.7322845064380014,0.2328123268559612,0.9785942127204802,Incorrect
1162,Security Camera Anomalies,IMG_8429,,,,,,Unauthorized Access,0.17,2024-01-01 19:21:00,37.0,0.62,337,250,129,166,0.4863353715646266,0.2939696643620857,0.7212531063820165,0.8454838279755208,Correct
1163,Security Camera Anomalies,IMG_1041,,,,,,Normal,0.6,2024-01-01 19:22:00,41.0,0.86,263,163,196,104,0.8785704828812645,0.27930522172669003,0.8029627453777267,0.9567094484601402,Uncertain
1164,Multi-lingual Street Signs,IMG_2058,,,English,Yield,禁止进入,,,2024-01-01 19:23:00,,0.72,452,63,199,58,0.5863201835322199,0.9752996988231386,0.4567920284653729,0.5154919927219183,Correct
1165,Security Camera Anomalies,IMG_1293,,,,,,Loitering,0.0,2024-01-01 19:24:00,18.0,0.71,348,227,108,160,0.3066679551635286,0.9607501479109561,0.27572789609733583,0.9829952733624691,Incorrect
1166,Security Camera Anomalies,IMG_1051,,,,,,Loitering,0.48,2024-01-01 19:25:00,7.0,0.62,364,386,108,75,0.19168813342405255,0.7308043333138499,0.2746512780444911,0.9829308946196946,Uncertain
1167,Handwritten Math Solutions,IMG_4328,x^2 + y^2 = 25,3.0,,,,,,2024-01-01 19:26:00,,0.85,154,56,196,193,0.2288569255222207,0.15406768909190205,0.12058556244685037,0.6705964870994218,Incorrect
1168,Handwritten Math Solutions,IMG_7779,x^2 + y^2 = 25,4.0,,,,,,2024-01-01 19:27:00,,0.52,235,272,167,79,0.7072846567971885,0.35705764887629543,0.10877960348884597,0.22664793255562754,Incorrect
1169,Multi-lingual Street Signs,IMG_6837,,,Chinese,Yield,Cédez le passage,,,2024-01-01 19:28:00,,0.73,460,219,124,155,0.6860392912326121,0.710655041256432,0.1895921884497237,0.8631553784400878,Correct
1170,Multi-lingual Street Signs,IMG_9117,,,Chinese,Yield,Limite de velocidad 50,,,2024-01-01 19:29:00,,0.97,383,370,112,175,0.2991319592669609,0.2222980886331002,0.9653496976958879,0.26782049402851815,Incorrect
1171,Security Camera Anomalies,IMG_5210,,,,,,Loitering,0.34,2024-01-01 19:30:00,31.0,0.86,152,435,78,101,0.687242721901323,0.45505634579621745,0.9895453187160026,0.17512413268659333,Correct
1172,Handwritten Math Solutions,IMG_5450,∫ x dx,10.0,,,,,,2024-01-01 19:31:00,,0.97,487,67,199,64,0.8339470163044537,0.12464437990632726,0.12197301495635537,0.8056949839931916,Incorrect
1173,Handwritten Math Solutions,IMG_4663,Σ(n=1 to ∞) 1/n^2,9.0,,,,,,2024-01-01 19:32:00,,0.69,40,192,121,175,0.9868317146789146,0.36671541067923696,0.4503669504487593,0.8569210338200912,Uncertain
1174,Handwritten Math Solutions,IMG_8710,Σ(n=1 to ∞) 1/n^2,1.0,,,,,,2024-01-01 19:33:00,,0.51,76,9,128,144,0.42019721678615685,0.22724130961212174,0.8382500359177328,0.0724624422934873,Incorrect
1175,Multi-lingual Street Signs,IMG_9054,,,Chinese,No Entry,Limite de velocidad 50,,,2024-01-01 19:34:00,,0.77,123,118,185,197,0.13641771744917253,0.7623208979270125,0.9752305689307746,0.30391019937456787,Uncertain
1176,Multi-lingual Street Signs,IMG_3545,,,English,Yield,Cédez le passage,,,2024-01-01 19:35:00,,0.94,384,94,126,138,0.2333665659976254,0.9771924081174266,0.6371739046811905,0.7682873349397796,Correct
1177,Handwritten Math Solutions,IMG_2951,Σ(n=1 to ∞) 1/n^2,3.0,,,,,,2024-01-01 19:36:00,,0.51,242,346,67,196,0.6513515623557526,0.265661440561481,0.5410702951660713,0.019616406872448255,Incorrect
1178,Security Camera Anomalies,IMG_3856,,,,,,Normal,0.97,2024-01-01 19:37:00,47.0,0.59,390,292,110,97,0.9582458801710596,0.38584181704740284,0.1003027171804799,0.3072600331220098,Uncertain
1179,Multi-lingual Street Signs,IMG_4980,,,Spanish,Yield,Alto,,,2024-01-01 19:38:00,,0.93,456,284,141,175,0.7386684381286254,0.5767089320598403,0.38936243353435274,0.2131267060086106,Correct
1180,Handwritten Math Solutions,IMG_1912,Σ(n=1 to ∞) 1/n^2,5.0,,,,,,2024-01-01 19:39:00,,0.9,187,160,153,181,0.8494910216062157,0.9301396631993535,0.8332229267011582,0.6913647773197498,Incorrect
1181,Handwritten Math Solutions,IMG_8257,∫ x dx,7.0,,,,,,2024-01-01 19:40:00,,0.84,41,264,144,158,0.9070554317353522,0.43333352914205303,0.7732307360793794,0.15193389200021534,Incorrect
1182,Handwritten Math Solutions,IMG_6362,x^2 + y^2 = 25,7.0,,,,,,2024-01-01 19:41:00,,0.7,149,194,169,101,0.49198182992039774,0.5739517185578078,0.9381365780449396,0.11392335010142263,Uncertain
1183,Security Camera Anomalies,IMG_4856,,,,,,Unauthorized Access,0.11,2024-01-01 19:42:00,41.0,0.6,134,196,52,150,0.9337097011521449,0.05050948920467291,0.5055729285108531,0.1715193643851456,Uncertain
1184,Security Camera Anomalies,IMG_5826,,,,,,Normal,0.3,2024-01-01 19:43:00,44.0,0.89,148,347,179,167,0.8358184948267037,0.8645479097903804,0.17736955054574333,0.4642652150515968,Incorrect
1185,Handwritten Math Solutions,IMG_1134,∫ x dx,1.0,,,,,,2024-01-01 19:44:00,,0.95,403,339,154,194,0.7146828912517094,0.15322246312636334,0.9932739191741142,0.9741496638574141,Uncertain
1186,Security Camera Anomalies,IMG_5823,,,,,,Unauthorized Access,0.05,2024-01-01 19:45:00,41.0,0.84,200,88,61,111,0.2942282879745892,0.7994632910429503,0.23050309126183244,0.039435600869449416,Incorrect
1187,Handwritten Math Solutions,IMG_6565,Σ(n=1 to ∞) 1/n^2,6.0,,,,,,2024-01-01 19:46:00,,0.62,435,405,183,181,0.8065538358063657,0.8199895485928118,0.4270271388869822,0.1440660480748367,Incorrect
1188,Security Camera Anomalies,IMG_5353,,,,,,Loitering,0.26,2024-01-01 19:47:00,16.0,0.84,187,378,66,168,0.21990413941223563,0.3083639254185513,0.240413220785334,0.7095099008697167,Incorrect
1189,Multi-lingual Street Signs,IMG_6310,,,Spanish,Stop,Limite de velocidad 50,,,2024-01-01 19:48:00,,1.0,443,317,87,81,0.8981127743610055,0.5072277708253984,0.9950155222524738,0.7311483785289832,Uncertain
1190,Handwritten Math Solutions,IMG_2679,Σ(n=1 to ∞) 1/n^2,10.0,,,,,,2024-01-01 19:49:00,,0.85,111,95,79,83,0.2559320217822887,0.2997047960414606,0.049615531493020115,0.6266326464575608,Uncertain
1191,Multi-lingual Street Signs,IMG_7386,,,Spanish,Yield,Cédez le passage,,,2024-01-01 19:50:00,,0.86,493,82,157,167,0.741614790266285,0.5477422194220427,0.7425259029497531,0.6953543368448085,Correct
1192,Handwritten Math Solutions,IMG_4300,∫ x dx,8.0,,,,,,2024-01-01 19:51:00,,0.62,115,225,130,169,0.4041160104283177,0.9417173506896716,0.6939523677839952,0.9946454476234977,Uncertain
1193,Security Camera Anomalies,IMG_6953,,,,,,Normal,0.54,2024-01-01 19:52:00,9.0,0.81,156,260,105,108,0.14177955509450446,0.6248360267643019,0.4571468385632963,0.12086603765555082,Uncertain
1194,Multi-lingual Street Signs,IMG_4431,,,English,Yield,禁止进入,,,2024-01-01 19:53:00,,0.57,298,470,71,144,0.7764644584015685,0.42018960595928345,0.5303353032347091,0.9527022707542995,Correct
1195,Multi-lingual Street Signs,IMG_4039,,,English,Stop,Limite de velocidad 50,,,2024-01-01 19:54:00,,0.95,141,67,82,103,0.8745478679733317,0.07706323207603683,0.8732740350473858,0.06529204057765514,Incorrect
1196,Handwritten Math Solutions,IMG_5042,x^2 + y^2 = 25,9.0,,,,,,2024-01-01 19:55:00,,0.66,149,136,183,110,0.18101968789080414,0.7388936277161813,0.37070938535568965,0.014733222422064096,Correct
1197,Multi-lingual Street Signs,IMG_5817,,,French,Yield,Cédez le passage,,,2024-01-01 19:56:00,,0.54,5,329,125,71,0.8558428504219411,0.3480038488441799,0.4078054449281098,0.2943297969904206,Uncertain
1198,Multi-lingual Street Signs,IMG_4694,,,Spanish,No Entry,Cédez le passage,,,2024-01-01 19:57:00,,0.79,16,411,183,144,0.26535963523614836,0.28703563730967896,0.6078460852246241,0.2889583671927197,Incorrect
1199,Handwritten Math Solutions,IMG_1551,Σ(n=1 to ∞) 1/n^2,5.0,,,,,,2024-01-01 19:58:00,,0.72,101,177,129,132,0.3147735845821298,0.7015230771851935,0.7017641542098582,0.8463563546142606,Correct
1200,Handwritten Math Solutions,IMG_8511,x^2 + y^2 = 25,5.0,,,,,,2024-01-01 19:59:00,,0.96,74,417,157,112,0.17354853732520137,0.5071028975869804,0.802237550571693,0.08873733905047676,Incorrect
1201,Handwritten Math Solutions,IMG_7609,∫ x dx,9.0,,,,,,2024-01-01 20:00:00,,0.86,40,341,73,63,0.5551359470664085,0.547523364982318,0.7021022547690539,0.8551961665869332,Correct
1202,Handwritten Math Solutions,IMG_6975,x^2 + y^2 = 25,2.0,,,,,,2024-01-01 20:01:00,,0.55,371,420,166,126,0.495031585767263,0.295227747267341,0.1356107367788022,0.7910711465322288,Correct
1203,Handwritten Math Solutions,IMG_9517,∫ x dx,4.0,,,,,,2024-01-01 20:02:00,,0.9,471,307,122,118,0.8218655998959274,0.768266179870209,0.6873664035965611,0.7253871806087129,Uncertain
1204,Handwritten Math Solutions,IMG_7953,∫ x dx,3.0,,,,,,2024-01-01 20:03:00,,0.8,172,184,139,103,0.3918721245440627,0.9426034333359573,0.2678820942981681,0.32780262984819253,Correct
1205,Security Camera Anomalies,IMG_2094,,,,,,Unauthorized Access,0.39,2024-01-01 20:04:00,15.0,0.53,87,262,70,163,0.7028521550631314,0.1688100856016289,0.3486150039738508,0.35373522503724186,Correct
1206,Handwritten Math Solutions,IMG_6118,Σ(n=1 to ∞) 1/n^2,4.0,,,,,,2024-01-01 20:05:00,,0.99,20,98,69,198,0.8035122186691449,0.2896299387364317,0.3712528918055443,0.2600788188204106,Incorrect
1207,Handwritten Math Solutions,IMG_1118,Σ(n=1 to ∞) 1/n^2,9.0,,,,,,2024-01-01 20:06:00,,0.58,180,330,123,77,0.9214690627798794,0.46626416786050384,0.33189606351767076,0.03470244198579109,Correct
1208,Handwritten Math Solutions,IMG_2315,x^2 + y^2 = 25,9.0,,,,,,2024-01-01 20:07:00,,0.63,243,463,178,74,0.2418209880395883,0.826929940247953,0.8868164518027152,0.9141833547826779,Correct
1209,Handwritten Math Solutions,IMG_4646,∫ x dx,2.0,,,,,,2024-01-01 20:08:00,,0.59,314,226,133,113,0.6072403263152906,0.8946239157903285,0.9958932589137102,0.4579718066007168,Correct
1210,Security Camera Anomalies,IMG_1231,,,,,,Normal,0.2,2024-01-01 20:09:00,39.0,0.78,232,156,100,80,0.14167029076699755,0.0751032672904568,0.7604682600157232,0.708406668799867,Uncertain
1211,Security Camera Anomalies,IMG_4866,,,,,,Normal,0.69,2024-01-01 20:10:00,4.0,0.67,261,404,109,60,0.8253053137297264,0.38946733909188325,0.9423416592980225,0.9691690044069714,Correct
1212,Security Camera Anomalies,IMG_4729,,,,,,Loitering,0.57,2024-01-01 20:11:00,24.0,0.51,184,35,129,64,0.8168777884174588,0.44361930358624857,0.711037585703087,0.8857415335606531,Incorrect
1213,Security Camera Anomalies,IMG_2692,,,,,,Unauthorized Access,0.97,2024-01-01 20:12:00,50.0,0.93,210,133,186,98,0.5775804915964728,0.7505949412616005,0.05793856629110683,0.013147307837113376,Uncertain
1214,Handwritten Math Solutions,IMG_6241,∫ x dx,10.0,,,,,,2024-01-01 20:13:00,,0.73,82,305,89,144,0.549625591944372,0.7253563462088114,0.5695066157947405,0.14361339814136365,Incorrect
1215,Multi-lingual Street Signs,IMG_6990,,,French,No Entry,禁止进入,,,2024-01-01 20:14:00,,0.61,155,160,192,128,0.4915460652987014,0.6784745642732306,0.4478264879274775,0.33719387546920654,Uncertain
1216,Security Camera Anomalies,IMG_9890,,,,,,Loitering,0.02,2024-01-01 20:15:00,46.0,0.85,115,167,113,146,0.072348595036975,0.285344945210538,0.8263143882054457,0.4209336142486201,Correct
1217,Multi-lingual Street Signs,IMG_8588,,,Spanish,Yield,Limite de velocidad 50,,,2024-01-01 20:16:00,,0.64,419,213,185,60,0.11355261426349839,0.3654324316190719,0.6175458971868456,0.9647067098862826,Uncertain
1218,Handwritten Math Solutions,IMG_8453,∫ x dx,4.0,,,,,,2024-01-01 20:17:00,,0.71,100,274,122,98,0.8561041933158687,0.8831661291142188,0.2491559793807474,0.39164279249639355,Incorrect
1219,Security Camera Anomalies,IMG_9590,,,,,,Loitering,0.97,2024-01-01 20:18:00,15.0,0.97,336,128,63,51,0.8458265988455718,0.7673029268256263,0.9134112459305687,0.6447568897742797,Correct
1220,Multi-lingual Street Signs,IMG_3291,,,French,Yield,Alto,,,2024-01-01 20:19:00,,0.62,138,25,82,196,0.28768762180323804,0.04680611998018458,0.5112003407833327,0.9180593473963623,Uncertain
1221,Multi-lingual Street Signs,IMG_9344,,,French,Stop,Cédez le passage,,,2024-01-01 20:20:00,,0.78,476,6,153,94,0.13712554217079287,0.6001567859885392,0.9817507777650801,0.9819598069914671,Incorrect
1222,Multi-lingual Street Signs,IMG_1827,,,French,No Entry,禁止进入,,,2024-01-01 20:21:00,,0.77,228,84,179,57,0.9243051773930929,0.9155309644445653,0.5768137169983245,0.37026194056838946,Uncertain
1223,Security Camera Anomalies,IMG_5987,,,,,,Loitering,0.55,2024-01-01 20:22:00,22.0,0.76,76,98,86,80,0.633569718086808,0.3605451663138395,0.908196204485625,0.5784038349359544,Uncertain
1224,Security Camera Anomalies,IMG_8341,,,,,,Normal,0.12,2024-01-01 20:23:00,33.0,0.5,210,297,92,156,0.6686979955051406,0.010847085805158141,0.0788039884369569,0.13867359925856426,Incorrect
1225,Security Camera Anomalies,IMG_1069,,,,,,Unauthorized Access,0.84,2024-01-01 20:24:00,13.0,0.99,25,143,194,115,0.027408365640362642,0.8752136714876729,0.8862210989487729,0.5971908092390077,Uncertain
1226,Security Camera Anomalies,IMG_6198,,,,,,Normal,0.1,2024-01-01 20:25:00,28.0,0.63,362,428,54,59,0.02919328333617288,0.8916287480696317,0.38192138149994426,0.8027210853246138,Uncertain
1227,Multi-lingual Street Signs,IMG_1903,,,English,Speed Limit 50,Limite de velocidad 50,,,2024-01-01 20:26:00,,0.99,266,170,122,175,0.7328186667787158,0.4836937264778707,0.37778453345310337,0.9434192776678864,Incorrect
1228,Multi-lingual Street Signs,IMG_6508,,,Chinese,Stop,Alto,,,2024-01-01 20:27:00,,0.79,64,110,124,175,0.9868467655146915,0.2676997471052952,0.9277463061658748,0.8781134486952272,Uncertain
1229,Multi-lingual Street Signs,IMG_6904,,,English,Speed Limit 50,禁止进入,,,2024-01-01 20:28:00,,0.68,23,127,127,80,0.130862920389345,0.5357859325918768,0.3384534343943275,0.6413868360840459,Uncertain
1230,Security Camera Anomalies,IMG_1067,,,,,,Unauthorized Access,0.91,2024-01-01 20:29:00,27.0,0.69,189,323,77,173,0.38885333037142134,0.3830227449015783,0.0969038159027189,0.9342585858003402,Incorrect
1231,Handwritten Math Solutions,IMG_3949,x^2 + y^2 = 25,5.0,,,,,,2024-01-01 20:30:00,,0.8,212,485,110,76,0.6512167052807704,0.14770388831650239,0.671012820488207,0.658204339695415,Incorrect
1232,Multi-lingual Street Signs,IMG_6911,,,French,No Entry,禁止进入,,,2024-01-01 20:31:00,,0.52,261,254,153,60,0.12778873943803049,0.3165748226270497,0.5945192862821594,0.09446349566176537,Incorrect
1233,Handwritten Math Solutions,IMG_1598,Σ(n=1 to ∞) 1/n^2,3.0,,,,,,2024-01-01 20:32:00,,0.64,489,301,121,107,0.3419257157468101,0.47672900150404085,0.2813034230724437,0.11914404200360584,Incorrect
1234,Multi-lingual Street Signs,IMG_9442,,,English,Yield,Alto,,,2024-01-01 20:33:00,,0.93,253,323,69,137,0.5518369013589731,0.9989803779969029,0.12469944080097428,0.010447525894573095,Uncertain
1235,Security Camera Anomalies,IMG_2502,,,,,,Unauthorized Access,0.81,2024-01-01 20:34:00,19.0,0.93,426,200,68,187,0.22998463699724903,0.23336923535089027,0.49635923685733396,0.6659309605921007,Uncertain
1236,Multi-lingual Street Signs,IMG_8649,,,French,No Entry,Alto,,,2024-01-01 20:35:00,,0.93,149,417,151,97,0.3630285396936176,0.17554541469128793,0.6932042402429748,0.5080964200024987,Uncertain
1237,Multi-lingual Street Signs,IMG_2864,,,Spanish,No Entry,Cédez le passage,,,2024-01-01 20:36:00,,0.58,470,425,87,60,0.04302976604394371,0.5511786544538788,0.8114580848019473,0.01944365395217862,Incorrect
1238,Security Camera Anomalies,IMG_4387,,,,,,Loitering,0.22,2024-01-01 20:37:00,4.0,0.7,120,322,79,169,0.3794159640705048,0.8808690829070724,0.5492762260977501,0.09665658317167192,Incorrect
1239,Security Camera Anomalies,IMG_2410,,,,,,Unauthorized Access,0.9,2024-01-01 20:38:00,32.0,0.57,299,270,188,57,0.8142023107370027,0.3025227113715149,0.31139030262407774,0.1238721930671075,Uncertain
1240,Security Camera Anomalies,IMG_2026,,,,,,Normal,0.87,2024-01-01 20:39:00,23.0,0.71,408,343,88,70,0.7437959876844451,0.25186128664201446,0.4048456679907866,0.6862541140687012,Incorrect
1241,Security Camera Anomalies,IMG_8273,,,,,,Normal,0.98,2024-01-01 20:40:00,40.0,0.91,153,481,150,142,0.23378360990908897,0.8037545804701864,0.6146997000425194,0.01997236858266449,Uncertain
1242,Security Camera Anomalies,IMG_7820,,,,,,Loitering,0.33,2024-01-01 20:41:00,18.0,0.62,260,404,196,111,0.7248848664877339,0.3704128316347792,0.1677122031820758,0.3157515236079298,Incorrect
1243,Security Camera Anomalies,IMG_6079,,,,,,Unauthorized Access,0.57,2024-01-01 20:42:00,42.0,0.76,439,220,91,178,0.7112833297230878,0.6307541831347272,0.5315692769668192,0.9883338341934537,Uncertain
1244,Handwritten Math Solutions,IMG_2821,∫ x dx,3.0,,,,,,2024-01-01 20:43:00,,0.81,259,126,74,136,0.16676595768715252,0.4310452539957229,0.9707804138067591,0.5391999964786282,Correct
1245,Handwritten Math Solutions,IMG_6651,Σ(n=1 to ∞) 1/n^2,5.0,,,,,,2024-01-01 20:44:00,,0.84,242,267,165,62,0.6292237413725662,0.9491856525210807,0.5131564773689851,0.035357081750601815,Uncertain
1246,Security Camera Anomalies,IMG_4189,,,,,,Loitering,0.98,2024-01-01 20:45:00,12.0,0.69,307,24,67,96,0.09543406019338563,0.6229385826458086,0.434614439677116,0.5917825524274533,Incorrect
1247,Security Camera Anomalies,IMG_2505,,,,,,Unauthorized Access,0.45,2024-01-01 20:46:00,44.0,0.69,173,257,164,74,0.008348195680306092,0.024826129863707802,0.6245637849740506,0.832700883212874,Correct
1248,Security Camera Anomalies,IMG_2863,,,,,,Unauthorized Access,0.82,2024-01-01 20:47:00,27.0,0.86,444,360,114,199,0.017755045841906236,0.24090569116157423,0.7685939478387775,0.4783452673738211,Correct
1249,Handwritten Math Solutions,IMG_9898,x^2 + y^2 = 25,10.0,,,,,,2024-01-01 20:48:00,,0.54,464,18,160,181,0.9603791951497789,0.6223169329498475,0.12646293603764902,0.7037298795462479,Correct
1250,Handwritten Math Solutions,IMG_3825,x^2 + y^2 = 25,5.0,,,,,,2024-01-01 20:49:00,,0.74,7,24,186,198,0.45568888037305433,0.2700432070435581,0.44973656613912183,0.15230231544825146,Correct
1251,Security Camera Anomalies,IMG_6407,,,,,,Loitering,0.78,2024-01-01 20:50:00,27.0,0.51,402,65,151,128,0.8789541950375201,0.14475531300349798,0.8342469407244046,0.05180555577322288,Uncertain
1252,Multi-lingual Street Signs,IMG_6031,,,English,Stop,Cédez le passage,,,2024-01-01 20:51:00,,0.8,344,306,109,195,0.3142925423280708,0.5086252445403209,0.3657204947345223,0.6399664421760212,Incorrect
1253,Handwritten Math Solutions,IMG_8570,x^2 + y^2 = 25,10.0,,,,,,2024-01-01 20:52:00,,0.55,254,124,142,135,0.9657275616510718,0.17852919588204608,0.15129093455208953,0.9962166671135531,Correct
